TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,EDUCATION,TRAVTIME,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,M,Clerical,Doctor,Home Maker,Lawyer,Manager,Professional,Student,z_Blue Collar,Commercial,Minivan,Panel Truck,Pickup,Sports Car,Van,z_SUV,Highly Urban/ Urban
0,0,46.0,0,11.0,11.554124988217545,0,1.0,0,2,27,9.940783337279825,11,0,1.0,0,0,4,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,0,53.0,0,12.0,10.154168446843427,0,12.273058170310797,1,0,25,9.145268375232467,4,0,10.529746787554442,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,46.0,0,16.0,10.469681655831673,0,11.988239966534541,1,0,34,8.521185212685776,4,0,1.0,0,0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,41.0,2,14.0,10.884779198627696,1,12.17903027441829,0,0,30,9.675959402904095,1,0,1.0,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,53.0,0,15.0,11.215798933690447,0,12.496908489612036,1,1,50,9.242807562113684,10,1,8.787220328629298,4,0,2,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,54.0,0,11.0,11.527321345253961,0,1.0,0,2,25,9.743905482711662,13,0,8.845201135339584,2,0,0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,0,36.0,0,13.0,11.078366196657688,0,12.40661878778135,1,0,57,10.061345637151708,4,0,8.062747901086354,2,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,39.0,0,10.0,11.431053585381306,0,12.57539576301813,1,1,11,9.918376165029878,3,1,1.0,0,0,0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0,31.0,0,5.0,9.560645068907071,0,11.715180359471633,0,0,34,8.608860379942062,18,1,8.756210091886738,1,0,5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,50.0,0,9.0,10.638160479924572,0,12.25849904770855,0,1,23,10.123425972901389,1,0,8.839566503657949,1,0,6,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,0,31.0,1,0.0,1.0,0,1.0,1,0,29,9.970678802076451,1,1,1.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,53.0,0,11.0,10.634821257814647,0,12.116492517577496,1,0,7,10.12543038327382,10,0,1.0,0,0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,59.0,0,17.0,11.35739383206604,0,12.531440600038204,1,3,53,9.6778408710038,1,0,1.0,0,0,0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,41.0,0,9.0,10.523956507598088,0,,0,1,34,9.57637141083894,7,1,8.970686268534983,4,0,3,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,47.0,0,10.0,11.383807177400065,0,1.0,0,1,23,8.732304571033183,4,0,8.830689198760998,1,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,50.0,0,13.0,10.613614753130758,0,12.305039766928918,1,0,65,9.639522006701663,6,0,1.0,0,0,2,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,48.0,0,15.0,10.569751598062284,0,11.951219104829603,0,1,28,10.372553242053888,4,0,1.0,0,0,1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,55.0,0,12.0,11.056840519861698,0,12.32434889287101,1,1,25,10.144471021978669,13,0,1.0,0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43.0,3,15.0,11.032499713595321,0,12.079482818679844,1,0,30,7.313220387090301,6,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,44.0,3,15.0,,0,11.634364033240612,1,0,34,9.071078304642676,1,0,8.690137586397595,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,53.0,2,,10.277805931647455,0,11.875135064407436,1,0,34,9.592195614445213,3,1,1.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,41.0,1,13.0,11.084984660096879,0,12.44135818367003,1,0,12,9.753826777981722,10,0,10.266497388607728,1,0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,36.0,3,11.0,9.948508718183648,0,11.728971891165804,1,0,71,10.137768848260794,11,1,1.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,62.0,3,16.0,10.678445108293639,0,12.13580574853155,1,1,43,9.642122788401721,1,1,9.21890360263667,3,0,0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,45.0,2,15.0,8.359603270841466,0,,1,0,50,7.5652752818989315,6,0,1.0,0,0,0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,45.0,0,12.0,11.338905355615571,0,12.318271228225987,0,2,50,10.055349901845375,6,1,7.466799475018602,1,0,5,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,47.0,0,7.0,11.725735812144647,0,12.87135775857973,1,2,27,8.366370301681654,7,0,1.0,0,0,0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,47.0,0,11.0,10.340451327703663,0,12.155568513356405,1,1,31,9.137769679141348,4,0,1.0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,31.0,3,11.0,,1,1.0,0,1,5,10.050181931686932,3,0,8.001355025826703,3,0,4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,45.0,0,4.0,11.327932342721105,0,12.376924509491557,0,1,31,10.077020603297003,1,0,8.85609105525229,1,0,5,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,37.0,0,12.0,11.442395698779702,0,12.571163575500025,1,2,34,10.347532142611767,6,1,1.0,0,0,0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,33.0,1,12.0,10.501059518173044,0,12.167628031134326,1,1,26,9.837881795438134,13,1,1.0,0,0,0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,47.0,0,11.0,11.12815964086497,0,12.253003940214606,1,1,35,9.715952428689286,9,1,8.997765772011208,4,0,6,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,38.0,3,0.0,1.0,0,1.0,1,0,11,8.575462099540212,4,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,46.0,0,12.0,10.933214106835043,0,12.159704047002561,1,1,52,9.367344120785848,6,1,6.568077911411976,1,0,6,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2,38.0,3,14.0,10.851664473272605,1,1.0,0,0,50,9.255313737618915,9,0,1.0,0,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,55.0,0,13.0,10.4889381576407,0,11.930516752876233,1,1,31,9.757883578677337,1,0,10.752804801157161,1,1,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,38.0,3,6.0,9.124019665509655,0,11.679287002185454,1,0,14,8.735525185733225,6,0,1.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,31.0,3,13.0,11.180775872247704,0,12.316329653778093,1,1,93,8.656955133791396,1,0,1.0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0,48.0,0,3.0,,0,1.0,0,2,47,9.945588728554764,1,0,8.705828110266784,1,0,8,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,30.0,1,11.0,11.388552010130471,0,12.536224953406567,1,2,5,9.888881400146765,3,0,1.0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,46.0,0,6.0,11.410139410319752,0,12.470975991492605,0,1,42,9.666498594399865,1,0,1.0,0,0,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,0,42.0,0,10.0,11.52915308207488,0,1.0,0,2,36,10.122221395361638,14,0,7.280697195384741,2,0,7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,36.0,3,14.0,12.031546624437395,0,12.998433740036074,1,1,33,8.536995818712418,6,1,7.926241523170962,1,0,0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,43.0,0,12.0,11.034066744876965,0,12.410864835951495,1,0,17,9.39182824802156,4,0,1.0,0,0,2,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,53.0,0,0.0,1.0,0,11.35019474834126,1,2,45,8.824677891164198,6,0,1.0,0,0,3,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,41.0,0,9.0,9.982806921740384,0,11.865643591019778,0,0,24,10.151908911034607,1,0,1.0,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,43.0,0,6.0,11.16126649142059,0,12.23393097365857,1,1,43,9.763075398819383,10,1,1.0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,43.0,0,11.0,10.101600434125091,0,12.032266727544423,1,0,31,9.016755622903517,1,1,1.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,41.0,3,15.0,,0,12.085085105931066,1,0,38,9.350971501715929,17,0,8.906935339059165,1,0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,0,47.0,0,8.0,,0,12.137777744690743,1,0,17,9.820105943597078,9,0,1.0,0,0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,40.0,1,5.0,11.400294136453448,0,12.34629535130279,1,2,48,9.806425839692997,6,0,1.0,0,0,2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,45.0,0,9.0,10.174925907253643,0,1.0,0,0,26,10.289429994155428,6,0,1.0,0,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,39.0,0,9.0,10.855415662001414,0,1.0,0,2,28,9.627075072342578,10,0,8.602636673233706,1,0,0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,52.0,0,12.0,11.630815161604794,0,1.0,0,3,33,10.53342865719228,3,1,1.0,0,0,2,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,2,44.0,2,7.0,11.275302592391185,0,12.594388203817624,1,2,40,10.115772360515463,4,0,1.0,0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,57.0,0,13.0,11.928525705336577,0,1.0,0,3,31,9.566615235893575,6,1,10.28800137389136,2,0,0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,40.0,0,2.0,12.007792423940653,0,1.0,0,2,5,9.602382459752207,1,0,1.0,0,0,0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,33.0,3,15.0,10.588148829445775,0,,1,0,27,9.347490210123416,3,0,7.717796211013582,3,0,8,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,46.0,0,11.0,11.319316443758337,0,12.3692071355317,1,1,19,9.864746724219698,4,0,1.0,0,1,0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0,32.0,1,11.0,10.496234118987427,1,11.579574257917159,0,0,12,9.47500967011889,1,0,1.0,0,0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,36.0,2,12.0,11.779434972189208,1,12.748963636215949,0,1,5,10.490996401073076,1,0,1.0,0,1,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,39.0,2,14.0,10.108304187157454,0,11.899037844562578,1,0,5,8.281470857895167,4,0,8.34924780056679,2,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,53.0,0,,,0,12.222093621584353,0,0,24,9.773948181181144,6,1,8.797246236703527,2,0,7,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,46.0,0,10.0,11.7222864718718,0,,1,3,24,9.821735050663868,5,0,1.0,0,0,0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,63.0,0,12.0,10.873110498787055,0,12.49008549460757,1,1,36,9.522958929717996,9,1,7.642524134232902,3,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,47.0,0,13.0,11.295154952992526,0,12.404591481948911,1,1,22,10.151518819358117,1,1,1.0,0,0,0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,43.0,1,8.0,11.613159864516,1,12.708549515233926,0,2,48,9.55463904484686,9,0,1.0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,46.0,0,14.0,11.740937147681299,0,12.704429860744744,1,2,27,9.834137474401334,3,0,1.0,0,1,2,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,55.0,0,13.0,9.888069299807748,0,11.999109974819769,1,2,60,9.101640955052842,4,0,6.988413181999592,2,0,6,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,45.0,2,12.0,11.769588895132312,1,12.692008062185282,0,2,52,9.929642510012979,6,0,10.146237633489257,2,1,1,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,2,45.0,3,7.0,,0,12.110398399461769,1,1,38,9.870964360830568,7,0,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,55.0,0,2.0,11.130258493138042,0,12.331947300005695,1,1,23,9.53387209732166,4,0,1.0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,26.0,1,12.0,10.470561175840706,1,1.0,0,0,25,9.623112055266786,3,1,1.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,38.0,0,8.0,11.330251846209732,0,12.36518101567666,1,1,10,9.775654181026242,4,0,9.000729834944558,2,0,1,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,55.0,0,11.0,11.800492530809002,0,12.895071232563785,1,2,20,10.418404794205372,1,0,1.0,0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,52.0,0,13.0,10.678053416757233,0,12.22014811963472,1,0,23,9.964112174352563,1,0,10.338835035126163,2,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,54.0,0,14.0,10.798595505142377,0,12.22278717622712,1,1,21,10.127031023871664,1,0,1.0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,44.0,0,12.0,11.338750633312042,0,1.0,0,0,45,9.411647228681218,14,0,8.625329850020815,2,0,0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,39.0,0,6.0,10.430963782371098,0,12.255767162554026,1,0,39,9.273315171137572,1,0,9.934550077987947,2,0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,40.0,1,13.0,9.439068301584292,0,1.0,1,0,20,9.4501443641835,1,0,8.81314100828505,2,0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,50.0,0,10.0,11.138973558699526,0,1.0,0,0,27,9.888881400146765,7,0,1.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,55.0,0,8.0,11.670493157297953,0,12.664623440729928,1,3,48,9.488729397516371,7,1,8.015987811027237,3,0,0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,46.0,0,11.0,10.24220726169782,0,11.651878384522485,0,0,40,9.669030241321645,1,0,1.0,0,0,0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,40.0,2,11.0,10.232359551812772,1,11.825339173641193,0,0,60,9.147400572202308,17,1,1.0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,45.0,2,14.0,9.934840860194123,0,1.0,1,0,44,8.994668835500674,1,0,1.0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,39.0,3,12.0,11.360205427952014,1,12.39633343636949,0,1,43,9.579141495712756,7,0,8.708639655987193,3,0,3,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,53.0,0,17.0,11.308088324138652,0,1.0,0,2,24,9.174713194333032,4,1,1.0,0,0,0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,36.0,0,10.0,10.289158033316113,0,11.91288879937264,1,0,45,10.052338499268483,4,1,7.1284959456800365,2,0,5,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,49.0,1,12.0,11.49450687944621,0,12.68004339533702,1,2,27,9.84161214881804,1,0,1.0,0,0,6,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,45.0,0,13.0,11.545121563186544,0,12.672187473179038,1,2,37,9.700759185964511,6,0,6.450470422144176,1,0,0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,45.0,1,,9.75074421527093,0,1.0,1,0,22,10.322197887394314,1,1,1.0,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,39.0,2,14.0,10.720201013508184,1,1.0,0,0,13,9.465757483840688,7,0,6.255750041753367,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,38.0,2,0.0,1.0,1,1.0,0,0,24,8.68609172787805,4,0,1.0,0,0,3,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,47.0,0,6.0,10.177134086023445,0,11.61859093412501,1,0,32,10.010546624829535,1,0,1.0,0,0,0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,66.0,0,13.0,11.2355632920364,0,12.351557312272154,1,1,34,9.660141293904399,1,1,8.400659375160286,2,0,3,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,44.0,2,16.0,11.183281860082527,0,12.408723651609545,1,2,16,9.347490210123416,4,0,10.538184308498979,3,0,4,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,2,39.0,3,,11.93973449562869,1,1.0,0,2,27,8.594154232552366,10,0,1.0,0,1,1,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,31.0,1,12.0,11.438385091652288,1,1.0,0,2,26,9.285447844462988,4,1,1.0,0,0,0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,33.0,1,12.0,10.621083413498383,0,11.926927364100573,1,0,22,9.093806555720231,6,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,35.0,2,12.0,8.402231172946555,1,1.0,0,0,18,7.313220387090301,4,1,1.0,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,49.0,0,11.0,10.73557024711685,0,11.856274005530873,1,3,29,9.305650551780507,4,1,1.0,0,0,3,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,42.0,0,0.0,1.0,0,,0,0,12,8.349957272040324,1,0,1.0,0,0,1,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,61.0,0,15.0,10.876045189863586,0,12.28566448234595,1,1,37,9.328123407632566,6,0,8.994296557777195,2,0,5,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
